date,entry_time,exit_time,symbol,side,qty,entry,exit,pnl,strategy,notes
2026-03-02T15:50:00.000Z,2026-03-02T15:50:00.000Z,2026-03-02T16:35:00.000Z,WMT,SHORT,181,127.69,127.66,5.43,Trend Following,Trend continuation
2026-03-02T15:50:00.000Z,2026-03-02T15:50:00.000Z,2026-03-02T16:15:00.000Z,GS,LONG,46,860.96,866.82,269.56,Trend Following,20EMA pullback long
2026-03-02T15:50:00.000Z,2026-03-02T15:50:00.000Z,2026-03-02T16:00:00.000Z,DIA,SHORT,35,487.84,488.83,-34.65,Earnings,
2026-03-02T15:50:00.000Z,2026-03-02T15:50:00.000Z,2026-03-02T16:40:00.000Z,AVGO,LONG,142,315.07,316.59,215.84,Breakout,
2026-03-02T15:50:00.000Z,2026-03-02T15:50:00.000Z,2026-03-02T16:20:00.000Z,META,LONG,97,653,652.92,-7.76,Breakout,ATH breakout retest
2026-03-02T15:50:00.000Z,2026-03-02T15:50:00.000Z,2026-03-02T16:05:00.000Z,DIS,SHORT,182,103.69,103.99,-54.6,Breakout,Bull flag continuation
2026-03-02T15:50:00.000Z,2026-03-02T15:50:00.000Z,2026-03-02T16:35:00.000Z,COST,SHORT,72,1008.5,1006.69,130.32,Scalp,
2026-03-02T15:55:00.000Z,2026-03-02T15:55:00.000Z,2026-03-02T16:05:00.000Z,JPM,LONG,66,297.37,298.8,94.38,Earnings,Post-earnings IV crush
2026-03-02T15:55:00.000Z,2026-03-02T15:55:00.000Z,2026-03-02T16:45:00.000Z,NVDA,SHORT,95,180.65,182.74,-198.55,Earnings,Earnings beat momentum
2026-03-02T15:55:00.000Z,2026-03-02T15:55:00.000Z,2026-03-02T16:15:00.000Z,XLF,LONG,399,51.19,51.31,47.88,Breakout,Bull flag continuation
2026-03-02T16:00:00.000Z,2026-03-02T16:00:00.000Z,2026-03-02T16:55:00.000Z,COST,LONG,26,1008.69,1008.66,-0.78,Scalp,
2026-03-02T16:00:00.000Z,2026-03-02T16:00:00.000Z,2026-03-02T16:40:00.000Z,META,SHORT,19,654.75,656.59,-34.96,Breakout,
2026-03-02T16:00:00.000Z,2026-03-02T16:00:00.000Z,2026-03-02T16:30:00.000Z,NVDA,SHORT,108,180.48,181,-56.16,Scalp,
2026-03-02T16:05:00.000Z,2026-03-02T16:05:00.000Z,2026-03-02T17:05:00.000Z,DIS,SHORT,107,104,103.78,23.54,Breakout,Bull flag continuation
2026-03-02T16:05:00.000Z,2026-03-02T16:05:00.000Z,2026-03-02T16:35:00.000Z,AAPL,SHORT,103,264.37,264.92,-56.65,Scalp,
2026-03-02T16:05:00.000Z,2026-03-02T16:05:00.000Z,2026-03-02T16:25:00.000Z,AVGO,LONG,36,315.44,314.54,-32.4,Trend Following,
2026-03-02T16:05:00.000Z,2026-03-02T16:05:00.000Z,2026-03-02T16:10:00.000Z,COST,SHORT,72,1008.88,1008.05,59.76,Trend Following,20EMA pullback long
2026-03-02T16:05:00.000Z,2026-03-02T16:05:00.000Z,2026-03-02T16:10:00.000Z,AVGO,LONG,171,315.13,315.6,80.37,Breakout,Cup & handle long
2026-03-02T16:05:00.000Z,2026-03-02T16:05:00.000Z,2026-03-02T16:10:00.000Z,MU,LONG,39,407.36,411.04,143.52,Trend Following,Stopped below trend line
2026-03-02T16:05:00.000Z,2026-03-02T16:05:00.000Z,2026-03-02T16:55:00.000Z,QQQ,LONG,69,606.13,608.24,145.59,Trend Following,
2026-03-02T16:10:00.000Z,2026-03-02T16:10:00.000Z,2026-03-02T16:50:00.000Z,QQQ,SHORT,29,606.92,607.9,-28.42,Scalp,Opening drive scalp
2026-03-02T16:15:00.000Z,2026-03-02T16:15:00.000Z,2026-03-02T16:20:00.000Z,ADBE,SHORT,109,259.47,259.15,34.88,Mean Reversion,Oversold bounce
2026-03-02T16:15:00.000Z,2026-03-02T16:15:00.000Z,2026-03-02T16:30:00.000Z,MSFT,LONG,157,399.03,396.96,-324.99,Mean Reversion,Fade gap up
2026-03-02T16:20:00.000Z,2026-03-02T16:20:00.000Z,2026-03-02T17:00:00.000Z,GS,LONG,29,866.41,869.33,84.68,Trend Following,
2026-03-02T16:20:00.000Z,2026-03-02T16:20:00.000Z,2026-03-02T16:35:00.000Z,SPY,LONG,95,684.68,684.73,4.75,Mean Reversion,Squeezed out early
2026-03-02T16:20:00.000Z,2026-03-02T16:20:00.000Z,2026-03-02T16:30:00.000Z,COST,LONG,52,1007.38,1006.17,-62.92,Scalp,Quick momentum scalp
2026-03-02T16:25:00.000Z,2026-03-02T16:25:00.000Z,2026-03-02T16:30:00.000Z,NVDA,LONG,162,181.36,181.01,-56.7,Mean Reversion,VWAP reversion long
2026-03-02T16:25:00.000Z,2026-03-02T16:25:00.000Z,2026-03-02T17:25:00.000Z,JPM,SHORT,199,297.86,299.04,-234.82,Mean Reversion,VWAP reversion long
2026-03-02T16:25:00.000Z,2026-03-02T16:25:00.000Z,2026-03-02T17:00:00.000Z,MU,LONG,79,408.18,411,222.78,Scalp,
2026-03-02T16:30:00.000Z,2026-03-02T16:30:00.000Z,2026-03-02T16:45:00.000Z,DIA,LONG,26,487.39,489.55,56.16,Earnings,Earnings beat momentum
2026-03-02T16:30:00.000Z,2026-03-02T16:30:00.000Z,2026-03-02T17:30:00.000Z,BAC,SHORT,397,50.01,50.18,-67.49,Earnings,Earnings drift
2026-03-02T16:30:00.000Z,2026-03-02T16:30:00.000Z,2026-03-02T17:20:00.000Z,ADBE,SHORT,122,258.94,261,-251.32,Earnings,
2026-03-02T16:30:00.000Z,2026-03-02T16:30:00.000Z,2026-03-02T17:25:00.000Z,MU,LONG,90,408.74,413.8,455.4,Breakout,
2026-03-02T16:30:00.000Z,2026-03-02T16:30:00.000Z,2026-03-02T16:40:00.000Z,XLF,SHORT,118,51.18,51.27,-10.62,Scalp,Quick momentum scalp
2026-03-02T16:30:00.000Z,2026-03-02T16:30:00.000Z,2026-03-02T17:25:00.000Z,DIA,LONG,21,487.38,489.56,45.78,Scalp,Opening drive scalp
2026-03-02T16:35:00.000Z,2026-03-02T16:35:00.000Z,2026-03-02T17:10:00.000Z,CRM,SHORT,60,192.01,192.42,-24.6,Scalp,Opening drive scalp
2026-03-02T16:35:00.000Z,2026-03-02T16:35:00.000Z,2026-03-02T17:05:00.000Z,GOOGL,LONG,152,306.52,307.72,182.4,Trend Following,
2026-03-02T16:35:00.000Z,2026-03-02T16:35:00.000Z,2026-03-02T17:30:00.000Z,V,SHORT,80,318.22,319.27,-84,Trend Following,
2026-03-02T16:40:00.000Z,2026-03-02T16:40:00.000Z,2026-03-02T17:35:00.000Z,DIA,SHORT,26,488.56,489.32,-19.76,Mean Reversion,
2026-03-02T16:40:00.000Z,2026-03-02T16:40:00.000Z,2026-03-02T17:40:00.000Z,XOM,SHORT,82,154.91,153.7,99.22,Mean Reversion,Oversold bounce
2026-03-02T16:40:00.000Z,2026-03-02T16:40:00.000Z,2026-03-02T16:50:00.000Z,AAPL,LONG,58,265.36,265.58,12.76,Trend Following,VWAP reclaim long
2026-03-02T16:45:00.000Z,2026-03-02T16:45:00.000Z,2026-03-02T16:50:00.000Z,AMZN,SHORT,89,208.83,209.09,-23.14,Breakout,ATH breakout retest
2026-03-02T16:45:00.000Z,2026-03-02T16:45:00.000Z,2026-03-02T17:20:00.000Z,COST,LONG,78,1008.45,1009.51,82.68,Breakout,Bull flag continuation
2026-03-02T16:45:00.000Z,2026-03-02T16:45:00.000Z,2026-03-02T16:55:00.000Z,GOOGL,LONG,60,307.39,307.68,17.4,Scalp,Power-hour scalp
2026-03-02T16:45:00.000Z,2026-03-02T16:45:00.000Z,2026-03-02T17:05:00.000Z,QQQ,LONG,94,607.87,608.25,35.72,Earnings,Earnings drift
2026-03-02T16:45:00.000Z,2026-03-02T16:45:00.000Z,2026-03-02T17:25:00.000Z,DIA,SHORT,83,489.6,489.6,0,Mean Reversion,
2026-03-02T16:45:00.000Z,2026-03-02T16:45:00.000Z,2026-03-02T17:20:00.000Z,MU,SHORT,49,410.05,412.86,-137.69,Breakout,Range breakout on volume
2026-03-02T16:50:00.000Z,2026-03-02T16:50:00.000Z,2026-03-02T17:35:00.000Z,XLF,LONG,289,51.27,51.31,11.56,Trend Following,Trend continuation
2026-03-02T16:50:00.000Z,2026-03-02T16:50:00.000Z,2026-03-02T17:45:00.000Z,TSLA,SHORT,40,404.05,401.63,96.8,Breakout,Cup & handle long
2026-03-02T16:50:00.000Z,2026-03-02T16:50:00.000Z,2026-03-02T17:15:00.000Z,QQQ,SHORT,61,607.9,608.74,-51.24,Scalp,Quick momentum scalp
2026-03-02T16:55:00.000Z,2026-03-02T16:55:00.000Z,2026-03-02T17:35:00.000Z,DIA,LONG,86,489.24,489.37,11.18,Breakout,Bull flag continuation
2026-03-02T16:55:00.000Z,2026-03-02T16:55:00.000Z,2026-03-02T17:55:00.000Z,CRM,SHORT,41,192.63,192.76,-5.33,Breakout,
2026-03-02T16:55:00.000Z,2026-03-02T16:55:00.000Z,2026-03-02T17:20:00.000Z,MSFT,LONG,37,400.1,400.98,32.56,Breakout,Cup & handle long
2026-03-02T16:55:00.000Z,2026-03-02T16:55:00.000Z,2026-03-02T17:55:00.000Z,AMZN,SHORT,49,209.18,208.46,35.28,Mean Reversion,
2026-03-02T16:55:00.000Z,2026-03-02T16:55:00.000Z,2026-03-02T17:40:00.000Z,MSFT,LONG,174,399.89,400.12,40.02,Scalp,Opening drive scalp
2026-03-02T16:55:00.000Z,2026-03-02T16:55:00.000Z,2026-03-02T17:20:00.000Z,NVDA,SHORT,183,182.68,183.22,-98.82,Trend Following,
2026-03-02T16:55:00.000Z,2026-03-02T16:55:00.000Z,2026-03-02T17:10:00.000Z,JPM,LONG,130,298.06,299.1,135.2,Trend Following,VWAP reclaim long
2026-03-02T17:00:00.000Z,2026-03-02T17:00:00.000Z,2026-03-02T17:50:00.000Z,AMZN,LONG,171,208.8,208.45,-59.85,Earnings,Earnings drift
2026-03-02T17:00:00.000Z,2026-03-02T17:00:00.000Z,2026-03-02T18:00:00.000Z,AVGO,LONG,75,315.53,316.19,49.5,Breakout,Range breakout on volume
2026-03-02T17:00:00.000Z,2026-03-02T17:00:00.000Z,2026-03-02T17:45:00.000Z,AVGO,SHORT,115,315.56,316.1,-62.1,Trend Following,
2026-03-02T17:00:00.000Z,2026-03-02T17:00:00.000Z,2026-03-02T17:20:00.000Z,AAPL,LONG,108,265.89,266.14,27,Breakout,Bull flag continuation
2026-03-02T17:00:00.000Z,2026-03-02T17:00:00.000Z,2026-03-02T17:30:00.000Z,JPM,LONG,173,298.19,298.63,76.12,Earnings,Earnings drift
2026-03-02T17:05:00.000Z,2026-03-02T17:05:00.000Z,2026-03-02T17:45:00.000Z,AMZN,SHORT,58,208.63,208.35,16.24,Scalp,Power-hour scalp
2026-03-02T17:05:00.000Z,2026-03-02T17:05:00.000Z,2026-03-02T17:20:00.000Z,NFLX,SHORT,355,96.78,96.77,3.55,Breakout,ATH breakout retest
2026-03-02T17:05:00.000Z,2026-03-02T17:05:00.000Z,2026-03-02T18:05:00.000Z,ADBE,LONG,188,260.9,262.21,246.28,Scalp,
2026-03-02T17:05:00.000Z,2026-03-02T17:05:00.000Z,2026-03-02T17:15:00.000Z,MU,LONG,42,410.82,412.62,75.6,Scalp,Power-hour scalp
2026-03-02T17:10:00.000Z,2026-03-02T17:10:00.000Z,2026-03-02T18:00:00.000Z,GOOGL,LONG,168,307.79,308.15,60.48,Scalp,
2026-03-02T17:10:00.000Z,2026-03-02T17:10:00.000Z,2026-03-02T17:35:00.000Z,JPM,SHORT,110,298.68,298.96,-30.8,Earnings,Earnings drift
2026-03-02T17:10:00.000Z,2026-03-02T17:10:00.000Z,2026-03-02T18:00:00.000Z,ORCL,SHORT,399,147.45,148.17,-287.28,Breakout,Range breakout on volume
2026-03-02T17:10:00.000Z,2026-03-02T17:10:00.000Z,2026-03-02T17:25:00.000Z,MSFT,LONG,99,400.64,400.43,-20.79,Breakout,
2026-03-02T17:15:00.000Z,2026-03-02T17:15:00.000Z,2026-03-02T17:50:00.000Z,AVGO,LONG,173,315.94,316.32,65.74,Breakout,
2026-03-02T17:15:00.000Z,2026-03-02T17:15:00.000Z,2026-03-02T17:25:00.000Z,CRM,SHORT,58,192.51,191.94,33.06,Earnings,
2026-03-02T17:15:00.000Z,2026-03-02T17:15:00.000Z,2026-03-02T17:40:00.000Z,DIA,LONG,34,489.91,489.56,-11.9,Scalp,Quick momentum scalp
2026-03-02T17:20:00.000Z,2026-03-02T17:20:00.000Z,2026-03-02T18:10:00.000Z,IWM,SHORT,180,262.85,263.38,-95.4,Earnings,
2026-03-02T17:20:00.000Z,2026-03-02T17:20:00.000Z,2026-03-02T17:30:00.000Z,TSLA,SHORT,74,403.35,402.35,74,Earnings,Earnings beat momentum
2026-03-02T17:20:00.000Z,2026-03-02T17:20:00.000Z,2026-03-02T17:45:00.000Z,MSFT,LONG,24,401.01,400.24,-18.48,Mean Reversion,
2026-03-02T17:20:00.000Z,2026-03-02T17:20:00.000Z,2026-03-02T17:25:00.000Z,AMD,SHORT,98,197.74,197.81,-6.86,Breakout,Range breakout on volume
2026-03-02T17:20:00.000Z,2026-03-02T17:20:00.000Z,2026-03-02T18:20:00.000Z,COST,LONG,39,1009.21,1006.75,-95.94,Breakout,Cup & handle long
2026-03-02T17:20:00.000Z,2026-03-02T17:20:00.000Z,2026-03-02T18:15:00.000Z,META,LONG,38,657.36,655.3,-78.28,Earnings,Post-earnings IV crush
2026-03-02T17:25:00.000Z,2026-03-02T17:25:00.000Z,2026-03-02T18:20:00.000Z,CRM,SHORT,109,191.84,192.85,-110.09,Earnings,
2026-03-02T17:25:00.000Z,2026-03-02T17:25:00.000Z,2026-03-02T18:10:00.000Z,AMZN,SHORT,38,208.66,208.62,1.52,Scalp,Quick momentum scalp
2026-03-02T17:25:00.000Z,2026-03-02T17:25:00.000Z,2026-03-02T17:55:00.000Z,GOOGL,SHORT,159,308.02,308.1,-12.72,Scalp,Opening drive scalp
2026-03-02T17:25:00.000Z,2026-03-02T17:25:00.000Z,2026-03-02T17:30:00.000Z,AMD,LONG,113,197.77,197.67,-11.3,Earnings,
2026-03-02T17:30:00.000Z,2026-03-02T17:30:00.000Z,2026-03-02T17:40:00.000Z,ADBE,SHORT,39,260.15,260.84,-26.91,Mean Reversion,Oversold bounce
2026-03-02T17:30:00.000Z,2026-03-02T17:30:00.000Z,2026-03-02T18:15:00.000Z,WMT,LONG,132,127.81,127.69,-15.84,Trend Following,20EMA pullback long
2026-03-02T17:35:00.000Z,2026-03-02T17:35:00.000Z,2026-03-02T18:00:00.000Z,NFLX,LONG,396,97.24,97.25,3.96,Scalp,
2026-03-02T17:35:00.000Z,2026-03-02T17:35:00.000Z,2026-03-02T17:40:00.000Z,DIS,LONG,236,103.89,103.86,-7.08,Scalp,
2026-03-02T17:35:00.000Z,2026-03-02T17:35:00.000Z,2026-03-02T17:50:00.000Z,AVGO,LONG,137,315.96,316.31,47.95,Scalp,
2026-03-02T17:40:00.000Z,2026-03-02T17:40:00.000Z,2026-03-02T17:55:00.000Z,GOOGL,SHORT,31,307.74,307.94,-6.2,Mean Reversion,
2026-03-02T17:40:00.000Z,2026-03-02T17:40:00.000Z,2026-03-02T18:25:00.000Z,IWM,SHORT,40,262.92,263.24,-12.8,Trend Following,20EMA pullback long
2026-03-02T17:40:00.000Z,2026-03-02T17:40:00.000Z,2026-03-02T17:50:00.000Z,INTC,SHORT,744,45.24,45.27,-22.32,Mean Reversion,Fade gap up
2026-03-02T17:40:00.000Z,2026-03-02T17:40:00.000Z,2026-03-02T18:15:00.000Z,XLF,SHORT,290,51.36,51.41,-14.5,Mean Reversion,VWAP reversion long
2026-03-02T17:45:00.000Z,2026-03-02T17:45:00.000Z,2026-03-02T18:20:00.000Z,ADBE,SHORT,126,261.43,262.67,-156.24,Breakout,ATH breakout retest
2026-03-02T17:45:00.000Z,2026-03-02T17:45:00.000Z,2026-03-02T18:20:00.000Z,TSLA,LONG,96,401.54,401.79,24,Earnings,
2026-03-02T17:45:00.000Z,2026-03-02T17:45:00.000Z,2026-03-02T18:05:00.000Z,NFLX,LONG,306,97.25,97.23,-6.12,Mean Reversion,VWAP reversion long
2026-03-02T17:45:00.000Z,2026-03-02T17:45:00.000Z,2026-03-02T18:40:00.000Z,MSFT,SHORT,99,400.26,399.91,34.65,Mean Reversion,
2026-03-02T17:50:00.000Z,2026-03-02T17:50:00.000Z,2026-03-02T18:10:00.000Z,CRM,LONG,134,192.67,192.75,10.72,Scalp,Quick momentum scalp
2026-03-02T17:50:00.000Z,2026-03-02T17:50:00.000Z,2026-03-02T18:05:00.000Z,TSLA,LONG,69,401.69,401.44,-17.25,Breakout,Bull flag continuation
2026-03-02T17:55:00.000Z,2026-03-02T17:55:00.000Z,2026-03-02T18:25:00.000Z,QQQ,SHORT,55,609.06,608.18,48.4,Earnings,
2026-03-02T17:55:00.000Z,2026-03-02T17:55:00.000Z,2026-03-02T18:00:00.000Z,COST,SHORT,68,1010.17,1009.91,17.68,Earnings,Earnings drift
